Manufacturer,Model Name,Model Code,RAM (TotalMem),Form Factor,System on Chip,GPU,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions
AZOM TECH,Desert2,Desert2,6046MB,Phone,Mediatek MT6771T,3 核 ARM Mali G72 (900 MHz),1080x2310,480,arm64-v8a;armeabi;armeabi-v7a,29,3.2
AZOM TECH,River1,River1,2873MB,Phone,Mediatek MT6769T,ARM Mali G52 (950 MHz),1080x2400,480,arm64-v8a;armeabi;armeabi-v7a,30,3.2
AZPEN,A1046G,A1046G,2070MB,Tablet,Allwinner A100,Imagination Tech PowerVR GE8300 (500 MHz),800x1280,213,armeabi;armeabi-v7a,29,3.2
AZPEN,A780,A780,1029MB,Tablet,Rockchip RK3126C,ARM Mali 400 (480 MHz),600x1024,160,armeabi;armeabi-v7a,27,2.0
AZPEN,A780B,A780B,1016MB,Tablet,Allwinner A100,Imagination Tech PowerVR GE8300 (500 MHz),600x1024,160,armeabi;armeabi-v7a,29,3.2
AZPEN,C-603,C-603,2061MB,Tablet,Allwinner A133,Imagination Tech PowerVR GE8300 (504 MHz),800x1280,213,armeabi;armeabi-v7a,30,3.2
AZPEN,K749B,K749B,1029MB,Tablet,Allwinner A50,2 核 ARM Mali 400 (600 MHz),600x1024,160,armeabi;armeabi-v7a,29,2.0
AZPEN,A1080,mid1032_mk_32,2085MB,Tablet,Mediatek MT8167A,Imagination Tech PowerVR GE8300 (600 MHz),800x1280,160,armeabi;armeabi-v7a,29,3.2
Aamra WE,A10,A10,472MB,Phone,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),480x800,240,armeabi;armeabi-v7a,27,3.2
Aamra WE,A50,A50,471MB,Phone,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),480x854,240,armeabi;armeabi-v7a,27,3.2
Aamra WE,E2,E2,1011MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),480x854,240,armeabi;armeabi-v7a,24,2.0
Accent,C5,C5,977MB,Phone,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),480x960,240,armeabi;armeabi-v7a,27,3.2
Accent,CAMELEON C5,CAMELEON_C5,977MB,Phone,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),480x960,240,armeabi;armeabi-v7a,27,3.2
Accent,Accent Camelon C6,CAMELEON_C6,993MB,Phone,Mediatek MT6580M,未知,540x960,240,armeabi;armeabi-v7a,24,2.0
Accent,Accent Camelon C6 Plus,CAMELEON_C6_PLUS,920MB,Phone,Spreadtrum SC9832,ARM Mali 400 (614 MHz),720x1280,320,armeabi;armeabi-v7a,24,2.0
Accent,FAST10,FAST10,1908MB,Tablet,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),800x1280,213,arm64-v8a;armeabi;armeabi-v7a,28,3.2
Accent,FAST7,FAST7,964MB,Phone,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),600x1024,213,armeabi;armeabi-v7a,29,3.2
Accent,FAST73G,FAST73G,948MB,Phone,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),600x1024,213,armeabi;armeabi-v7a,27,3.2
Accent,FAST7 3G,FAST7_3G,1001MB,Tablet,Mediatek MT8321,未知,720x1280,160,armeabi;armeabi-v7a,24,2.0
Accent,Fast17,Fast17,959MB,Tablet,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),800x1280,213,armeabi;armeabi-v7a,29,3.2
Accent,KIDZY70,KIDZY70,1029MB,Tablet,Rockchip RK3126,ARM Mali 400 (600 MHz),600x1024,160,armeabi;armeabi-v7a,27,2.0
Accent,PEARL A4 Lite,PEARL_A4_Lite,947MB,Phone,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),720x1440,320,armeabi;armeabi-v7a,27,3.2
Accent,Pearl A4 PLUS,PEARL_A4_PLUS,2022MB,Phone,Mediatek MT6737,ARM Mali T720 (550 MHz),720x1440,320,armeabi;armeabi-v7a,24,3.1
Accent,PEARL A6,PEARL_A6,3038MB,Phone,Mediatek MT6739WA,Imagination Tech PowerVR GE8100 (450 MHz),720x1440,320,armeabi;armeabi-v7a,27,3.2
Accent,Pearl_A4,Pearl_A4,1002MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),720x1440,320,armeabi;armeabi-v7a,24,2.0
Accent,SPEED S8,SPEED_S8,937MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),720x1280,320,armeabi;armeabi-v7a,24,2.0
Accent,TANK_P55,TANK_P55,1962MB,Phone,Mediatek MT6739WA,Imagination Tech PowerVR GE8100 (450 MHz),720x1440,320,armeabi;armeabi-v7a,27,3.2
Accent,X20,X20,3966MB,Tablet,Mediatek MT6762,Imagination Tech PowerVR GE8320 (650 MHz),1200x1920,320,arm64-v8a;armeabi;armeabi-v7a,30,3.2
Acegame S.A.,NEONHD/NEONGo,NEON,1001MB,Tablet,Rockchip RK3326,ARM Mali G31 (500 MHz),600x1024,160,armeabi;armeabi-v7a,27,3.2
Acegame S.A.,One_Mundial,One_Mundial,1031MB,Tablet,Rockchip RK3126C,ARM Mali 400 (480 MHz),600x1024,160,armeabi;armeabi-v7a,25,2.0
Acegame S.A.,PROTON_JADE_2_PRO,PROTON_JADE_2_PRO,1031MB,Tablet,Rockchip RK3126C,ARM Mali 400 (480 MHz),800x1280,160,armeabi;armeabi-v7a,25,2.0
Acegame S.A.,SAPPHIRE_HDLT,SAPPHIRE_HDLT,1031MB,Tablet,Rockchip RK3126C,ARM Mali 400 (480 MHz),600x1024,160,armeabi;armeabi-v7a,25,2.0
Acegame S.A.,TitaniumColors,TitaniumColors,1000MB,Tablet,Rockchip RK3326,ARM Mali G31 (500 MHz),600x1024,160,armeabi;armeabi-v7a,27,3.2
Acegame S.A.,TitaniumHD,TitaniumHD,1000MB,Tablet,Rockchip RK3326,ARM Mali G31 (500 MHz),600x1024,160,armeabi;armeabi-v7a,27,3.2
Acepad,A121,A121,2055MB,Tablet,Mediatek MT6580,ARM Mali 400 (500 MHz),800x1280,160,armeabi;armeabi-v7a,28,2.0
Acepad,A130,A130,3019MB,Tablet,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),800x1280,160,armeabi;armeabi-v7a,30,3.2
Acepad,A140,A140,2896MB,Tablet,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),1200x1920,240,arm64-v8a;armeabi;armeabi-v7a,29,3.2
Acepad,A145,A145,4045MB,Tablet,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),1200x1920,240,arm64-v8a;armeabi;armeabi-v7a,30,3.2
Acepad,AX1,AX1,3018MB,Tablet,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),800x1280,160,armeabi;armeabi-v7a,30,3.2
Acer,ACTAB1021_A,ACTAB1021_A,3075MB,Tablet,Mediatek MT8168B,ARM Mali G52 (800 MHz),800x1280,213,arm64-v8a;armeabi;armeabi-v7a,29,3.2
Acer,ACTAB1022,ACTAB1022,3078MB,Tablet,Mediatek MT8168B,ARM Mali G52 (800 MHz),800x1280,213,arm64-v8a;armeabi;armeabi-v7a,30,3.2
Acer,ACTAB1422,ACTAB1422,4047MB,Tablet,Mediatek MT8168A,ARM Mali G52 (800 MHz),1200x2000,240,arm64-v8a;armeabi;armeabi-v7a,30,3.2
Acer,ACTAB721,ACTAB721,1020MB,Tablet,Mediatek MT8167B,Imagination Tech PowerVR GE8300 (500 MHz),600x1024,160,armeabi;armeabi-v7a,29,3.2
Acer,ACTAB821_A,ACTAB821_A,2022MB,Tablet,Mediatek MT8168B,ARM Mali G52 (800 MHz),800x1280,213,arm64-v8a;armeabi;armeabi-v7a,29,3.2
Acer,ATAB1021E,ATAB1021E,3075MB,Tablet,Mediatek MT8168B,ARM Mali G52 (800 MHz),800x1280,213,arm64-v8a;armeabi;armeabi-v7a,29,3.2
Acer,ATAB1422E,ATAB1422E,4047MB,Tablet,Mediatek MT8168A,ARM Mali G52 (800 MHz),1200x2000,240,arm64-v8a;armeabi;armeabi-v7a,30,3.2
Acer,ATAB721E,ATAB721E,1020MB,Tablet,Mediatek MT8167A,Imagination Tech PowerVR GE8300 (600 MHz),600x1024,160,armeabi;armeabi-v7a,29,3.2
Acer,ATAB821E,ATAB821E,2022MB,Tablet,Mediatek MT8168B,ARM Mali G52 (800 MHz),800x1280,213,arm64-v8a;armeabi;armeabi-v7a,29,3.2
Acer,ATLTE1022E,ATLTE1022E,2972MB,Tablet,Mediatek MT8766A,Imagination Tech PowerVR GE8300 (660 MHz),800x1280,160,arm64-v8a;armeabi;armeabi-v7a,30,3.2
Acer,Acer One 10 T4-129L,AcerO10T4129L,1947MB,Tablet,Mediatek MT6739CH,Imagination Tech PowerVR GE8100 (570 MHz),800x1280,160,armeabi;armeabi-v7a,28,3.2
Acer,Acer One 10 T4-129LI,AcerO10T412LI,2980MB,Tablet,Mediatek MT6765,Imagination Tech PowerVR GE8320 (680 MHz),800x1280,160,arm64-v8a;armeabi;armeabi-v7a,28,3.2
Acer,Acer One 8 T4-82L,AcerOne8T482L,1919MB,Tablet,Mediatek MT8766A,Imagination Tech PowerVR GE8300 (660 MHz),800x1280,213,arm64-v8a;armeabi;armeabi-v7a,29,3.2
Acer,Acer One 10 T8-129L,Acer_One_10_T8-129L,3970MB,Tablet,Mediatek MT8766A,Imagination Tech PowerVR GE8300 (660 MHz),800x1280,160,arm64-v8a;armeabi;armeabi-v7a,28,3.2
Acer,Acer One 7 4G,Acer_One_7_4G,2026MB,Tablet,Mediatek MT6735,ARM Mali T720 (450 MHz),800x1280,213,armeabi;armeabi-v7a,27,3.1
Acer,Acer_one_8_T2,Acer_one_8_T2,2007MB,Tablet,Mediatek MT8765A,Imagination Tech PowerVR GE8100 (570 MHz),800x1280,160,armeabi;armeabi-v7a,29,3.2
Acer,B1-710,B1-710,1035MB,Tablet,Mediatek MT8137,未知,600x976,160,armeabi;armeabi-v7a,16,2.0
Acer,B1-711,B1-711,1019MB,Tablet,Mediatek MT8389,Imagination Tech PowerVR SGX544 (286 MHz),600x1024,160,armeabi;armeabi-v7a,19,2.0
Acer,B1-A71,B1-A71,503MB,Tablet,Mediatek MT8137,未知,600x976,160,armeabi;armeabi-v7a,16,2.0
Acer,Baymax,Baymax,2043MB,Tablet,Mediatek MT8167A,Imagination Tech PowerVR GE8300 (600 MHz),1200x1920,240,arm64-v8a;armeabi;armeabi-v7a,29,3.2
Acer,Liquid E1,C10,1028MB,Phone,Mediatek MT6577M,Imagination Tech PowerVR SGX531 Ultra (522 MHz),540x888,240,armeabi;armeabi-v7a,16,2.0
Acer,Liquid E2,C11,1023MB,Phone,Mediatek MT6589,Imagination Tech PowerVR SGX544 (286 MHz),540x960,240,armeabi;armeabi-v7a,17,2.0
Acer,DA241HL,DA241HL,1002MB,Tablet,NVidia Tegra 3 T33,NVidia GeForce  (520 MHz),1080x1920,160,armeabi;armeabi-v7a,17,2.0
Acer,B1-850,Frenzy,1017MB,Tablet,Mediatek MT8163,ARM Mali T720 (520 MHz),800x1280,213,arm64-v8a;armeabi;armeabi-v7a,22,3.0
Acer,G1-715,G1-715,1035MB,Tablet,Mediatek MT8137,未知,600x976,160,armeabi;armeabi-v7a,16,2.0
Acer,Iconia One 7,G1-725,1015MB,Tablet,Intel Z2560,Imagination Tech PowerVR SGX544 (400 MHz),600x1024,160,armeabi;armeabi-v7a;x86,19,2.0
Acer,J73G,J73G,1004MB,Tablet,Mediatek MT8321,未知,600x1024,160,armeabi;armeabi-v7a,23,2.0
Acer,Android TV,R1,1610MB,TV,Realtek RTD2841,2 核 ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
Acer,Android TV,R2,2147MB,TV,Realtek RTD2851,3 核 ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Acer,Liquid Z330,T01,944MB,Phone,Qualcomm MSM8909,Qualcomm Adreno 304 (400 MHz),480x854,240,armeabi;armeabi-v7a,22,3.0
Acer,Liquid Z320,T012,944MB,Phone,Qualcomm MSM8209,Qualcomm Adreno 304 (400 MHz),480x854,240,armeabi;armeabi-v7a,22,3.0
Acer,Walle,Walle,4008MB,Tablet,Mediatek MT8385,3 核 ARM Mali G72 (800 MHz),800x1280,160,arm64-v8a;armeabi;armeabi-v7a,28,3.2
Acer,Z120,Z2,497MB,Phone,Mediatek MT6575M,Imagination Tech PowerVR SGX531 (281 MHz),320x480,160,armeabi;armeabi-v7a,16,2.0
Acer,Liquid Z3,ZX,496MB,Phone,Mediatek MT6572M,ARM Mali 400 (400 MHz),320x480,160,armeabi;armeabi-v7a,17,2.0
Acer,Liquid S1,a10,1014MB,Phone,Mediatek MT6589,Imagination Tech PowerVR SGX544 (286 MHz),720x1280,320,armeabi;armeabi-v7a,17,2.0
Acer,A110,a110,1028MB,Tablet,NVidia Tegra 3 T30,NVidia GeForce  (520 MHz),600x976,160,armeabi;armeabi-v7a,16,2.0
Acer,Aspire A3,aa3-600,2014MB,Tablet,Intel J1850,未知,1080x1920,160,armeabi;armeabi-v7a;x86,17,2.0
Acer,Iconia One 10,acer_Colnago,2061MB,Tablet,Mediatek MT8167B,Imagination Tech PowerVR GE8300 (500 MHz),800x1280,160,arm64-v8a;armeabi;armeabi-v7a,27,3.2
Acer,Iconia One 10,acer_ColnagoFHD,2045MB,Tablet,Mediatek MT8167A,Imagination Tech PowerVR GE8300 (600 MHz),1200x1920,240,arm64-v8a;armeabi;armeabi-v7a,27,3.2
Acer,Iconia One 8,acer_FrenzyRefresh,2071MB,Tablet,Mediatek MT8163A,ARM Mali T720 (600 MHz),800x1280,213,arm64-v8a;armeabi;armeabi-v7a,24,3.1
Acer,Liquid Jade,acer_S55,1000MB,Phone,Mediatek MT6582,ARM Mali 400 (400 MHz),720x1280,320,armeabi;armeabi-v7a,19,2.0
Acer,Liquid Jade S,acer_S56,2009MB,Phone,Mediatek MT6752M,ARM Mali T760 (700 MHz),720x1280,320,armeabi;armeabi-v7a,22,3.0
Acer,Liquid Jade Z,acer_S57,942MB,Phone,Mediatek MT6732,ARM Mali T760 (500 MHz),720x1280,320,armeabi;armeabi-v7a,19,3.0
Acer,Liquid X2,acer_S59,3078MB,Phone,Mediatek MT6753,ARM Mali T720 (700 MHz),720x1280,320,arm64-v8a;armeabi;armeabi-v7a,22,3.0
Acer,Liquid T2,acer_T02,2040MB,Phone,Mediatek MT6735P,ARM Mali T720 (600 MHz),720x1280,320,armeabi;armeabi-v7a,22,3.0
Acer,Iconia Tab 10,acer_Titan,4151MB,Tablet,Mediatek MT8176A,未知,1200x1920,240,arm64-v8a;armeabi;armeabi-v7a,24,3.2
Acer,Iconia One 7,acer_Vulcan,1014MB,Tablet,Mediatek MT8167B,Imagination Tech PowerVR GE8300 (500 MHz),600x1024,160,arm64-v8a;armeabi;armeabi-v7a,24,3.2
Acer,Liquid Z500,acer_Z500,1001MB,Phone,Mediatek MT6582,ARM Mali 400 (400 MHz),720x1280,320,armeabi;armeabi-v7a,19,2.0
Acer,Liquid Z4,acer_Z6,491MB,Phone,Mediatek MT6572,ARM Mali 400 (500 MHz),480x800,240,armeabi;armeabi-v7a,17,2.0
Acer,Liquid Z5,acer_ZXL,491MB,Phone,Mediatek MT6572,ARM Mali 400 (500 MHz),480x854,240,armeabi;armeabi-v7a,17,2.0
Acer,Liquid Z3,acer_ZXR,496MB,Phone,Mediatek MT6572M,ARM Mali 400 (400 MHz),320x480,160,armeabi;armeabi-v7a,17,2.0
Acer,Iconia One 8,acer_Zipp,1010MB,Tablet,Mediatek MT8176A,未知,800x1280,213,arm64-v8a;armeabi;armeabi-v7a,24,3.2
Acer,Iconia TalkTab 7,acer_a1_724,953MB,Phone,Qualcomm MSM8916,Qualcomm Adreno 306 (400 MHz),720x1280,213,armeabi;armeabi-v7a,19,3.0
Acer,Iconia Tab 7,acer_aprilia,1004MB,Tablet,Mediatek MT8382,ARM Mali 400 (500 MHz),600x1024,160,armeabi;armeabi-v7a,19,2.0
Acer,Iconia Tab 7,acer_apriliahd,995MB,Tablet,Mediatek MT8382,ARM Mali 400 (500 MHz),800x1280,213,armeabi;armeabi-v7a,19,2.0
Acer,Iconia Tab 10,acer_asgard,2066MB,Tablet,Mediatek MT8176A,未知,800x1280,160,arm64-v8a;armeabi;armeabi-v7a,24,3.2
Acer,Iconia Tab 10,acer_asgardfhd,2049MB,Tablet,Mediatek MT8167B,Imagination Tech PowerVR GE8300 (500 MHz),1200x1920,240,arm64-v8a;armeabi;armeabi-v7a,24,3.2
Acer,Iconia Tab 10 (AsgardLTE),acer_asgardlte,1992MB,Tablet,Mediatek MT8735,未知,800x1280,160,arm64-v8a;armeabi;armeabi-v7a,24,3.1
Acer,A1-734,acer_barricade,2020MB,Phone,Mediatek MT8735,未知,720x1280,213,arm64-v8a;armeabi;armeabi-v7a,23,3.0
Acer,B1-733,acer_barricade_3G,1006MB,Phone,Mediatek MT8321,未知,720x1280,213,armeabi;armeabi-v7a,23,2.0
Acer,Iconia One 7,acer_barricadewifi,994MB,Phone,Mediatek MT8163,ARM Mali T720 (520 MHz),720x1280,213,arm64-v8a;armeabi;armeabi-v7a,23,3.0
Acer,C01 (PA),acer_c01,1955MB,Phone,Qualcomm MSM8953,Qualcomm Adreno 506 (650 MHz),480x640,240,arm64-v8a;armeabi;armeabi-v7a,25,3.2
Acer,Liquid E3,acer_e3,1016MB,Phone,Mediatek MT6589,Imagination Tech PowerVR SGX544 (286 MHz),720x1280,320,armeabi;armeabi-v7a,19,2.0
Acer,Liquid E700,acer_e39,2065MB,Phone,Mediatek MT6582,ARM Mali 400 (400 MHz),720x1280,320,armeabi;armeabi-v7a,19,2.0
Acer,Liquid E3,acer_e3n,2080MB,Phone,Mediatek MT6589,Imagination Tech PowerVR SGX544 (286 MHz),720x1280,320,armeabi;armeabi-v7a,19,2.0
Acer,A3-A20,acer_harley,1017MB,Tablet,Mediatek MT8125,Imagination Tech PowerVR SGX544 (256 MHz),800x1280,160,armeabi;armeabi-v7a,19,2.0
Acer,A3-A20FHD,acer_harleyfhd,2050MB,Tablet,Mediatek MT8127T,ARM Mali 450 (600 MHz),1200x1920,240,armeabi;armeabi-v7a,19,2.0
Acer,A3-A40,acer_jetfirefhd,2035MB,Tablet,Mediatek MT8163,ARM Mali T720 (520 MHz),1200x1920,240,arm64-v8a;armeabi;armeabi-v7a,23,3.0
Acer,B3-A30,acer_jetfirehd,994MB,Tablet,Mediatek MT8163,ARM Mali T720 (520 MHz),800x1280,160,arm64-v8a;armeabi;armeabi-v7a,23,3.0
Acer,Iconia One 10,acer_jetfirelte,2019MB,Tablet,Mediatek MT8735,未知,800x1280,160,arm64-v8a;armeabi;armeabi-v7a,23,3.0
Acer,Liquid Z630,acer_t03,2040MB,Phone,Mediatek MT6735,ARM Mali T720 (450 MHz),720x1280,320,armeabi;armeabi-v7a,22,3.0
Acer,Liquid Z630S,acer_t04,3103MB,Phone,Mediatek MT6753,ARM Mali T720 (700 MHz),720x1280,320,armeabi;armeabi-v7a,23,3.0
Acer,Liquid Z530S,acer_t05,3078MB,Phone,Mediatek MT6753,ARM Mali T720 (700 MHz),720x1280,320,arm64-v8a;armeabi;armeabi-v7a,22,3.0
Acer,Liquid Zest,acer_t06,1006MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),720x1280,320,armeabi;armeabi-v7a,23,2.0
Acer,Liquid Zest 4G,acer_t07,2038MB,Phone,Mediatek MT6735P,ARM Mali T720 (600 MHz),720x1280,320,armeabi;armeabi-v7a,23,3.0
Acer,Liquid Zest Plus,acer_t08,2037MB,Phone,Mediatek MT6735,ARM Mali T720 (450 MHz),720x1280,320,armeabi;armeabi-v7a,23,3.0
Acer,Liquid Z6,acer_t09,974MB,Phone,Mediatek MT6737,ARM Mali T720 (550 MHz),720x1280,320,armeabi;armeabi-v7a,23,3.0
Acer,Liquid Z6E,acer_t10,1006MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),720x1280,320,armeabi;armeabi-v7a,23,2.0
Acer,Liquid Z6 Plus,acer_t11,3060MB,Phone,Mediatek MT6753,ARM Mali T720 (700 MHz),1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,23,3.0
Acer,Liquid Z200,acer_z200,488MB,Phone,Mediatek MT6572,ARM Mali 400 (500 MHz),480x800,240,armeabi;armeabi-v7a,19,2.0
Acer,Liquid Z205,acer_z205,488MB,Phone,Mediatek MT6572M,ARM Mali 400 (400 MHz),480x800,240,armeabi;armeabi-v7a,19,2.0
Acer,Liquid Z205,acer_z205p,488MB,Phone,Mediatek MT6572M,ARM Mali 400 (400 MHz),480x800,240,armeabi;armeabi-v7a,19,2.0
Acer,Liquid Z410,acer_z410,951MB,Phone,Mediatek MT6732M,ARM Mali T750 (500 MHz),480x854,240,armeabi;armeabi-v7a,19,3.0
Acer,Liquid Z520,acer_z520,1012MB,Phone,Mediatek MTK6582M,ARM Mali 400 (422 MHz),480x854,240,armeabi;armeabi-v7a,19,2.0
Acer,B1-720,b1-720,1034MB,Tablet,Mediatek MT8111,ARM Mali 400 (500 MHz),600x1024,160,armeabi;armeabi-v7a,19,2.0
Acer,B1-721,b1-721,1008MB,Tablet,Mediatek MT8132,未知,600x1024,160,armeabi;armeabi-v7a,19,2.0
Acer,Chromebook 15 (CB3-532),banon_cheets,2029MB,Chromebook,Intel N3060,Intel HD Graphics 400 (600 MHz),768x1366,160,armeabi;armeabi-v7a;x86,28,3.1
Acer,B1-820,citizen,928MB,Tablet,Intel Z3735G,未知,800x1280,213,armeabi;armeabi-v7a;x86,21,3.1
Acer,Iconia One 10,corona,1017MB,Tablet,Mediatek MT8163,ARM Mali T720 (520 MHz),800x1280,160,arm64-v8a;armeabi;armeabi-v7a,22,3.0
Acer,Chromebook R11 (C738T),cyan_cheets,4074MB,Chromebook,Intel N3060,Intel HD Graphics 400 (600 MHz),768x1366,160,armeabi;armeabi-v7a;x86,28,3.1
Acer,DA222HQL,da2,1013MB,Tablet,NVidia Tegra 3 T33,NVidia GeForce  (520 MHz),1080x1920,160,armeabi;armeabi-v7a,19,2.0
Acer,A1-830,ducati,1015MB,Tablet,Intel Z2560,Imagination Tech PowerVR SGX544 (400 MHz),768x1024,160,armeabi;armeabi-v7a;x86,19,2.0
Acer,Iconia Tab 8,ducati2fhd,1985MB,Tablet,Intel Z3745,未知,1200x1920,320,armeabi;armeabi-v7a;x86,19,3.0
Acer,Iconia Tab 8,ducati2hd,928MB,Tablet,Intel Z3735F,未知,800x1280,213,armeabi;armeabi-v7a;x86,19,3.1
Acer,Iconia Tab 8,ducati2hd3g,996MB,Tablet,Mediatek MT8389,Imagination Tech PowerVR SGX544 (286 MHz),800x1280,213,armeabi;armeabi-v7a,19,2.0
Acer,Liquid E600,e600,887MB,Phone,Qualcomm MSM8926,Qualcomm Adreno 305 (400 MHz),480x854,240,armeabi;armeabi-v7a,19,3.0
Acer,Acer Chromebook R13,elm_cheets,4127MB,Chromebook,Mediatek MT8173,Imagination Tech PowerVR GX6250 (600 MHz),1080x1920,160,arm64-v8a;armeabi;armeabi-v7a,28,3.2
Acer,Chromebook 14 for work,lars_cheets,4023MB,Chromebook,Intel 3855U,未知,768x1366,160,armeabi;armeabi-v7a;x86,28,3.1
Acer,A1-810,mango,1042MB,Tablet,Mediatek MT8125,Imagination Tech PowerVR SGX544 (256 MHz),768x1024,160,armeabi;armeabi-v7a,19,2.0
Acer,B1-723,oban,1011MB,Tablet,Mediatek MT8321,未知,600x1024,160,armeabi;armeabi-v7a,22,2.0
Acer,A3-A30,omega,1983MB,Tablet,Intel Z3735F,未知,1200x1920,240,armeabi;armeabi-v7a;x86,21,3.1
Acer,Acer Chromebook 11 (C740),paine_cheets,4063MB,Chromebook,Intel 3215U,未知,768x1366,160,armeabi;armeabi-v7a;x86,28,3.1
Acer,Iconia Tab A501,picasso,755MB,Tablet,NVidia Tegra 2,未知,800x1280,160,armeabi;armeabi-v7a,22,2.0
Acer,Iconia Tab A210,picasso_e2,1020MB,Tablet,NVidia Tegra 3 T30,NVidia GeForce  (520 MHz),752x1280,160,armeabi;armeabi-v7a,16,2.0
Acer,Iconia Tab A511,picasso_m,1020MB,Tablet,NVidia Tegra 3 T30,NVidia GeForce  (520 MHz),752x1280,160,armeabi;armeabi-v7a,16,2.0
Acer,Iconia Tab A700,picasso_mf,1010MB,Tablet,NVidia Tegra 3 T30,NVidia GeForce  (520 MHz),1128x1920,240,armeabi;armeabi-v7a,16,2.0
Acer,GT-810,rolex,1926MB,Tablet,Intel x7-8700,未知,1200x1920,320,arm64-v8a;armeabi;armeabi-v7a;x86;x86_64,22,3.1
Acer,Liquid S3,s3,2073MB,Phone,Mediatek MT6592,ARM Mali 450 (700 MHz),720x1280,320,armeabi;armeabi-v7a,19,2.0
Acer,Chromebook 15 CB515-1HT/1H,sand_cheets,4012MB,Chromebook,Intel N3350,Intel HD Graphics 500 (650 MHz),1080x1920,160,arm64-v8a;armeabi;armeabi-v7a;x86;x86_64,28,3.1
Acer,Chromebook Tab 10,scarlet_cheets,3996MB,Chromebook,Rockchip RK3399,ARM Mali T860 (600 MHz),1536x2048,280,arm64-v8a;armeabi;armeabi-v7a,28,3.2
Acer,Tab 7,td070va1,920MB,Tablet,Wondermedia WM8880,未知,600x1024,160,armeabi;armeabi-v7a,17,2.0
Acer,Iconia One 7,vespa,1015MB,Tablet,Intel Z2560,Imagination Tech PowerVR SGX544 (400 MHz),800x1280,213,armeabi;armeabi-v7a;x86,19,2.0
Acer,Iconia One 7,vespa2,928MB,Tablet,Intel Z3735G,未知,800x1280,213,armeabi;armeabi-v7a;x86,19,3.0
Acer,Iconia One 8,vespa8,927MB,Tablet,Intel Z3735G,未知,800x1280,213,armeabi;armeabi-v7a;x86,19,3.0
Acer,B1-730,vespatn,1015MB,Tablet,Intel Z2560,Imagination Tech PowerVR SGX544 (400 MHz),600x1024,160,armeabi;armeabi-v7a;x86,19,2.0
Acer,Chromebook 15 (CB5-571),yuna_cheets,4063MB,Chromebook,Intel 3215U,未知,1080x1920,160,armeabi;armeabi-v7a;x86,28,3.1
Acer,Liquid Z220,z220,971MB,Phone,Qualcomm MSM8210,Qualcomm Adreno 302 (400 MHz),480x800,240,armeabi;armeabi-v7a,21,3.0
Acer,A3-A11,zara,1040MB,Tablet,Mediatek MT8125,Imagination Tech PowerVR SGX544 (256 MHz),800x1280,160,armeabi;armeabi-v7a,19,2.0
Aconatic,ACONATIC UHD TV,OD0M_EA_T32,1403MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
Aconatic,Android TV,R1,1610MB,TV,Realtek RTD2841,2 核 ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
Aconatic,Android TV,R2,2147MB,TV,Realtek RTD2851,3 核 ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Aconatic,ACONATIC,bangbae,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Aconatic,ACONATIC FHD TV,takao,952MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
Adart,RX550,ALIGATOR_RX550,2008MB,Phone,Mediatek MT6737T,ARM Mali T720 (600 MHz),720x1280,320,arm64-v8a;armeabi;armeabi-v7a,23,3.0
Adart,ALIGATOR S4080 Duo,ALIGATOR_S4080,1014MB,Phone,Mediatek MT6580M,未知,480x800,213,armeabi;armeabi-v7a,23,2.0
Adart,S5060 Duo,ALIGATOR_S5060,1014MB,Phone,Mediatek MT6580M,未知,480x854,213,armeabi;armeabi-v7a,23,2.0
